customer_id,age,gender,city,loyalty_segment,preferred_sales_channel,registration_date
98,30,Female,Dubai,Silver,Website,07 August 2023
99,20,Male,Dubai,Gold,Amazon.ae,12 September 2023
100,20,Female,Dubai,Platinum,Store,06 September 2022
101,20,Male,Abu Dhabi,Silver,MobileApp,08 January 2022
102,20,Female,Sharjah,Silver,Store,10 September 2022
103,40,Male,Abu Dhabi,Silver,Website,10 March 2021
104,25,Female,Sharjah,Gold,Website,24 March 2025
105,18,Male,Dubai,Gold,Website,17 July 2025
106,55,Female,Sharjah,Silver,Store,08 October 2024
107,45,Male,Abu Dhabi,Silver,Store,11 April 2021
108,50,Female,Dubai,Silver,Website,01 January 2021
109,60,Male,Abu Dhabi,Gold,Store,17 December 2021
110,20,Male,Dubai,Silver,Store,07 January 2021
111,25,Male,Abu Dhabi,Silver,Website,14 November 2021
112,40,Male,Abu Dhabi,Gold,Website,15 September 2022
113,35,Male,Dubai,Silver,Store,24 May 2022
114,20,Female,Abu Dhabi,Silver,Website,05 July 2021
115,40,Female,Abu Dhabi,Silver,Amazon.ae,29 December 2022
116,20,Male,Dubai,Silver,Store,07 April 2022
117,20,Female,Dubai,Silver,Website,09 December 2021
118,30,Male,Dubai,Platinum,Store,27 September 2022
119,30,Male,Abu Dhabi,Gold,Store,14 December 2022
120,30,Female,Sharjah,Gold,Store,29 October 2023
121,18,Female,Sharjah,Platinum,Store,30 July 2022
122,45,Female,Abu Dhabi,Silver,MobileApp,16 May 2021
123,25,Male,Abu Dhabi,Silver,Store,18 January 2022
124,20,Female,Dubai,Silver,Website,05 July 2021
125,45,Male,Abu Dhabi,Gold,Store,01 October 2022
126,55,Male,Dubai,Gold,Store,17 July 2023
127,45,Male,Dubai,Silver,Website,27 October 2024
128,40,Female,Abu Dhabi,Silver,MobileApp,22 August 2023
129,35,Female,Dubai,Silver,MobileApp,15 July 2022
130,30,Female,Abu Dhabi,Silver,MobileApp,04 April 2024
131,18,Male,Sharjah,Gold,Store,17 June 2023
132,25,Male,Dubai,Silver,MobileApp,01 October 2022
133,25,Male,Dubai,Platinum,Store,17 November 2021
134,25,Male,Sharjah,Silver,MobileApp,09 September 2025
135,35,Male,Abu Dhabi,Gold,Amazon.ae,05 October 2025
136,30,Female,Dubai,Platinum,Store,26 March 2024
137,18,Male,Dubai,Platinum,Store,08 May 2023
138,20,Male,Abu Dhabi,Silver,Website,21 October 2025
139,35,Male,Abu Dhabi,Silver,MobileApp,25 September 2023
140,18,Male,Dubai,Silver,Store,12 October 2021
141,45,Male,Dubai,Silver,Noon,18 November 2023
142,30,Female,Sharjah,Gold,Website,17 December 2021
143,30,Female,Abu Dhabi,Platinum,Store,24 March 2021
144,30,Female,Sharjah,Silver,Store,06 July 2025
145,40,Male,Abu Dhabi,Silver,MobileApp,28 October 2022
146,25,Male,Sharjah,Silver,Store,25 October 2024
147,35,Male,Dubai,Gold,Store,25 June 2022
148,30,Female,Abu Dhabi,Platinum,Website,19 November 2024
149,25,Female,Dubai,Silver,Website,25 April 2022
150,45,Male,Abu Dhabi,Silver,Website,01 August 2021
151,40,Male,Dubai,Gold,Store,26 June 2025
152,35,Male,Dubai,Gold,MobileApp,19 July 2023
153,45,Female,Sharjah,Silver,Noon,26 December 2021
154,45,Female,Sharjah,Gold,Store,02 August 2021
155,35,Female,Dubai,Platinum,MobileApp,31 October 2021
156,40,Male,Abu Dhabi,Silver,Amazon.ae,24 March 2024
157,35,Male,Dubai,Silver,Website,04 November 2024
158,35,Male,Dubai,Silver,Website,19 July 2021
159,35,Male,Sharjah,Silver,Store,31 August 2025
160,40,Male,Dubai,Silver,Website,26 August 2021
161,20,Female,Sharjah,Silver,Website,02 November 2022
162,45,Female,Dubai,Silver,MobileApp,25 September 2025
163,45,Male,Abu Dhabi,Silver,Noon,05 April 2024
164,18,Female,Abu Dhabi,Silver,Store,03 June 2024
165,40,Male,Dubai,Silver,Store,29 May 2023
166,20,Male,Dubai,Gold,Store,08 September 2021
167,25,Male,Sharjah,Gold,MobileApp,27 July 2024
168,35,Male,Abu Dhabi,Silver,Store,21 April 2022
169,20,Male,Dubai,Silver,Website,13 May 2022
170,40,Male,Abu Dhabi,Gold,Store,05 September 2023
171,40,Male,Dubai,Silver,Website,23 October 2025
172,30,Female,Dubai,Platinum,Store,08 April 2025
173,18,Male,Dubai,Silver,Amazon.ae,24 September 2023
174,25,Male,Dubai,Gold,Website,02 December 2022
175,35,Male,Sharjah,Silver,Amazon.ae,05 December 2024
176,60,Female,Abu Dhabi,Gold,Website,23 February 2023
177,35,Male,Sharjah,Gold,Store,05 March 2022
178,25,Female,Abu Dhabi,Platinum,Store,23 June 2022
179,35,Male,Sharjah,Platinum,Noon,20 June 2023
180,30,Male,Abu Dhabi,Silver,MobileApp,06 January 2025
181,40,Female,Abu Dhabi,Silver,Store,26 August 2023
182,20,Male,Sharjah,Silver,MobileApp,29 July 2021
183,40,Male,Abu Dhabi,Silver,Store,20 April 2025
184,30,Male,Dubai,Silver,Store,30 September 2025
185,55,Female,Abu Dhabi,Gold,Store,06 May 2022
186,25,Male,Sharjah,Platinum,MobileApp,16 April 2022
187,35,Male,Abu Dhabi,Silver,Store,06 September 2025
188,50,Female,Abu Dhabi,Silver,Store,20 October 2025
189,20,Male,Abu Dhabi,Silver,Store,22 July 2022
190,50,Female,Sharjah,Gold,Store,26 October 2022
191,35,Female,Dubai,Silver,Website,26 January 2025
192,18,Male,Abu Dhabi,Platinum,Store,04 July 2022
193,25,Male,Dubai,Gold,Store,09 February 2025
194,35,Male,Abu Dhabi,Gold,Amazon.ae,17 July 2021
195,18,Female,Abu Dhabi,Silver,Store,05 June 2022
196,30,Female,Dubai,Silver,Store,03 March 2025
197,25,Female,Dubai,Platinum,Website,15 March 2025
198,35,Female,Abu Dhabi,Gold,Website,10 September 2025
199,18,Female,Dubai,Platinum,MobileApp,10 September 2024
200,45,Male,Dubai,Silver,Store,19 November 2022
201,55,Male,Sharjah,Gold,Amazon.ae,12 April 2022
202,55,Female,Dubai,Silver,MobileApp,19 August 2022
203,35,Male,Dubai,Gold,MobileApp,19 May 2021
204,20,Male,Sharjah,Gold,Store,12 October 2023
205,40,Female,Dubai,Gold,Store,30 August 2021
206,18,Male,Dubai,Gold,Website,12 November 2021
207,18,Female,Abu Dhabi,Silver,Amazon.ae,29 October 2022
208,25,Female,Abu Dhabi,Platinum,Website,03 January 2023
209,30,Male,Sharjah,Platinum,Store,15 May 2021
210,40,Female,Sharjah,Silver,Store,26 April 2024
211,35,Male,Abu Dhabi,Platinum,Website,10 September 2025
212,25,Male,Dubai,Silver,MobileApp,02 August 2022
213,25,Male,Dubai,Gold,Store,29 December 2023
214,60,Male,Dubai,Silver,Store,15 March 2022
215,25,Male,Dubai,Platinum,Store,18 March 2021
216,30,Male,Abu Dhabi,Silver,Website,04 February 2022
217,20,Male,Abu Dhabi,Silver,MobileApp,09 January 2022
218,40,Male,Dubai,Silver,MobileApp,02 November 2023
219,35,Female,Sharjah,Silver,Website,19 February 2025
220,20,Female,Dubai,Gold,Store,28 January 2023
221,18,Male,Dubai,Silver,Website,19 January 2023
222,35,Male,Abu Dhabi,Gold,Noon,03 February 2023
223,35,Male,Dubai,Platinum,Amazon.ae,21 February 2022
224,25,Male,Dubai,Gold,Amazon.ae,26 July 2021
225,55,Female,Dubai,Gold,Store,07 December 2021
226,20,Female,Dubai,Silver,MobileApp,02 July 2025
227,25,Male,Abu Dhabi,Silver,Amazon.ae,22 December 2022
228,50,Male,Sharjah,Silver,Website,07 November 2021
229,25,Male,Dubai,Silver,Store,24 August 2024
230,35,Female,Dubai,Platinum,Noon,09 August 2024
231,25,Male,Abu Dhabi,Silver,Website,17 September 2022
232,25,Female,Sharjah,Platinum,Store,31 October 2024
233,60,Female,Dubai,Silver,Store,31 March 2025
234,25,Male,Dubai,Gold,Website,25 September 2024
235,45,Female,Abu Dhabi,Silver,Store,24 March 2021
236,20,Female,Abu Dhabi,Silver,Store,20 May 2025
237,20,Female,Dubai,Gold,MobileApp,15 January 2025
238,18,Male,Abu Dhabi,Silver,MobileApp,24 October 2023
239,35,Male,Dubai,Gold,MobileApp,19 January 2025
240,25,Female,Abu Dhabi,Silver,Store,23 May 2023
241,45,Female,Abu Dhabi,Silver,Website,24 August 2021
242,30,Female,Sharjah,Platinum,Store,24 January 2022
243,55,Female,Dubai,Silver,Store,28 January 2022
244,20,Female,Dubai,Gold,Store,23 July 2025
245,45,Female,Dubai,Silver,MobileApp,17 January 2023
246,40,Male,Sharjah,Gold,Store,30 January 2021
247,40,Male,Dubai,Silver,Store,26 May 2025
248,40,Female,Dubai,Silver,Store,09 September 2023
249,40,Female,Dubai,Silver,Website,17 March 2024
250,35,Female,Abu Dhabi,Silver,Amazon.ae,28 August 2022
251,20,Male,Dubai,Silver,Amazon.ae,10 October 2021
252,18,Female,Dubai,Gold,Store,19 October 2025
253,50,Female,Dubai,Gold,Store,26 August 2021
254,35,Male,Sharjah,Silver,Store,29 October 2025
255,40,Male,Abu Dhabi,Silver,MobileApp,01 January 2023
256,30,Male,Abu Dhabi,Silver,Store,04 September 2024
257,20,Male,Sharjah,Silver,Store,22 September 2024
258,20,Male,Sharjah,Silver,Website,31 January 2021
259,35,Male,Dubai,Silver,Store,05 September 2023
260,25,Male,Sharjah,Platinum,Store,04 July 2023
261,20,Female,Dubai,Gold,Store,08 July 2025
262,30,Female,Dubai,Silver,Store,26 June 2025
263,18,Female,Sharjah,Silver,Website,17 June 2025
264,30,Male,Dubai,Gold,Noon,26 July 2021
265,25,Male,Dubai,Silver,Store,22 June 2023
266,40,Female,Dubai,Gold,Store,06 June 2024
267,25,Male,Abu Dhabi,Platinum,Amazon.ae,06 August 2022
268,30,Female,Dubai,Silver,Amazon.ae,27 September 2024
269,18,Female,Abu Dhabi,Silver,Store,05 April 2022
270,18,Male,Sharjah,Gold,Website,16 May 2021
271,25,Female,Abu Dhabi,Platinum,Store,05 September 2023
272,30,Male,Dubai,Silver,MobileApp,11 October 2021
273,35,Male,Sharjah,Gold,Noon,30 April 2023
274,25,Female,Dubai,Silver,Website,17 December 2021
275,35,Male,Dubai,Silver,Website,17 January 2021
276,45,Female,Dubai,Gold,Store,23 May 2024
277,40,Male,Abu Dhabi,Platinum,Website,19 November 2024
278,18,Male,Dubai,Gold,Website,23 November 2024
279,30,Female,Dubai,Gold,Website,18 February 2022
280,20,Female,Dubai,Silver,Store,21 June 2024
281,20,Male,Dubai,Silver,Website,24 January 2024
282,60,Male,Abu Dhabi,Silver,Website,15 July 2025
283,20,Female,Sharjah,Silver,Store,06 January 2021
284,30,Male,Abu Dhabi,Gold,Store,19 February 2023
285,35,Female,Dubai,Silver,Store,28 March 2021
286,35,Female,Dubai,Gold,MobileApp,08 July 2021
287,30,Female,Sharjah,Gold,Website,27 June 2025
288,18,Female,Dubai,Silver,MobileApp,28 June 2025
289,25,Male,Sharjah,Silver,Store,24 February 2022
290,30,Female,Dubai,Gold,Amazon.ae,27 December 2023
291,18,Female,Sharjah,Platinum,MobileApp,30 June 2025
292,25,Male,Dubai,Gold,Store,05 September 2021
293,18,Female,Dubai,Silver,Store,10 May 2023
294,18,Male,Abu Dhabi,Silver,Store,26 July 2021
295,25,Male,Abu Dhabi,Silver,Noon,13 May 2024
296,20,Male,Dubai,Silver,Store,04 September 2024
297,30,Female,Abu Dhabi,Gold,Store,12 January 2024
298,35,Male,Abu Dhabi,Gold,Store,28 February 2022
299,40,Female,Dubai,Silver,MobileApp,11 January 2024
300,20,Female,Dubai,Silver,Store,03 July 2022
301,20,Male,Dubai,Silver,Store,15 October 2025
302,20,Male,Dubai,Platinum,Store,02 May 2022
303,35,Female,Abu Dhabi,Silver,Store,13 May 2021
304,35,Male,Dubai,Gold,Store,25 April 2021
305,18,Female,Dubai,Silver,Website,12 January 2022
306,50,Male,Dubai,Gold,MobileApp,04 September 2023
307,18,Male,Abu Dhabi,Silver,MobileApp,30 July 2021
308,30,Female,Dubai,Silver,MobileApp,12 May 2021
309,35,Male,Dubai,Gold,Store,29 October 2024
310,45,Male,Dubai,Silver,MobileApp,03 June 2021
311,35,Male,Sharjah,Silver,Store,09 July 2023
312,40,Male,Dubai,Silver,Store,17 December 2024
313,25,Male,Abu Dhabi,Silver,Amazon.ae,10 August 2023
314,40,Female,Dubai,Silver,MobileApp,17 March 2023
315,18,Male,Dubai,Gold,Website,21 October 2024
316,45,Male,Abu Dhabi,Platinum,Amazon.ae,14 September 2025
317,30,Female,Dubai,Silver,Noon,27 May 2021
318,40,Male,Sharjah,Silver,Website,24 October 2025
319,30,Male,Sharjah,Silver,Website,25 February 2024
320,35,Female,Abu Dhabi,Silver,MobileApp,24 August 2024
321,30,Female,Abu Dhabi,Silver,Store,16 December 2022
322,35,Female,Dubai,Gold,Store,16 February 2024
323,18,Female,Dubai,Silver,MobileApp,16 May 2025
324,18,Male,Sharjah,Silver,Store,19 August 2021
325,20,Female,Abu Dhabi,Gold,Store,27 March 2022
326,20,Male,Abu Dhabi,Platinum,Store,04 March 2025
327,45,Male,Dubai,Platinum,Store,13 August 2025
328,20,Male,Dubai,Gold,Noon,14 March 2024
329,55,Male,Sharjah,Platinum,Website,26 June 2023
330,25,Male,Dubai,Silver,Website,05 July 2025
331,20,Female,Dubai,Silver,Noon,30 August 2025
332,40,Male,Dubai,Silver,Amazon.ae,21 September 2025
333,35,Male,Sharjah,Gold,Website,09 December 2023
334,30,Male,Dubai,Platinum,Amazon.ae,17 April 2021
335,30,Male,Sharjah,Silver,Store,03 April 2021
336,35,Female,Dubai,Gold,Store,18 July 2025
337,20,Male,Sharjah,Gold,Store,09 April 2023
338,60,Male,Abu Dhabi,Platinum,Website,20 May 2021
339,55,Male,Dubai,Gold,Website,30 August 2024
340,35,Female,Abu Dhabi,Platinum,Website,11 January 2021
341,20,Male,Dubai,Silver,Website,24 March 2022
342,35,Male,Dubai,Silver,Store,16 July 2023
343,18,Male,Sharjah,Silver,Store,30 January 2022
344,18,Male,Dubai,Silver,Website,09 March 2025
345,25,Male,Dubai,Silver,Store,13 January 2022
346,30,Female,Dubai,Gold,Website,27 December 2021
347,45,Female,Dubai,Gold,Website,14 November 2022
348,35,Female,Sharjah,Gold,Website,14 October 2023
349,35,Male,Dubai,Silver,Store,21 April 2025
350,25,Male,Sharjah,Silver,Website,04 October 2022
351,25,Male,Sharjah,Silver,MobileApp,27 July 2022
352,25,Female,Dubai,Silver,Noon,24 September 2023
353,60,Female,Dubai,Silver,MobileApp,04 May 2025
354,18,Female,Sharjah,Silver,Website,12 July 2023
355,45,Male,Dubai,Silver,Store,31 January 2022
356,30,Male,Dubai,Gold,Website,05 July 2021
357,25,Male,Dubai,Silver,Amazon.ae,29 May 2024
358,35,Female,Abu Dhabi,Platinum,Store,22 March 2025
359,30,Female,Abu Dhabi,Silver,Store,16 August 2024
360,45,Female,Dubai,Platinum,Store,13 April 2024
361,50,Male,Dubai,Silver,MobileApp,06 January 2022
362,25,Male,Sharjah,Silver,Store,13 March 2025
363,25,Female,Abu Dhabi,Silver,Store,12 May 2024
364,30,Female,Abu Dhabi,Gold,Amazon.ae,31 August 2022
365,50,Male,Abu Dhabi,Silver,Website,09 October 2021
366,20,Male,Dubai,Silver,Store,29 July 2025
367,35,Male,Abu Dhabi,Gold,Store,10 December 2024
368,35,Male,Dubai,Silver,Store,23 November 2023
369,35,Male,Dubai,Silver,Website,23 March 2021
370,20,Female,Abu Dhabi,Silver,Store,15 February 2025
371,35,Male,Dubai,Gold,Website,28 May 2021
372,50,Male,Sharjah,Silver,MobileApp,19 June 2025
373,20,Male,Dubai,Silver,Website,23 August 2023
374,20,Female,Sharjah,Silver,Store,19 September 2023
375,55,Female,Sharjah,Silver,Website,06 August 2023
376,20,Male,Dubai,Gold,MobileApp,10 May 2022
377,45,Female,Abu Dhabi,Silver,Store,08 April 2024
378,30,Female,Dubai,Silver,Store,24 December 2022
379,20,Male,Sharjah,Silver,Website,04 December 2022
380,45,Male,Dubai,Silver,Website,28 October 2023
381,25,Female,Abu Dhabi,Silver,Store,04 November 2024
382,30,Female,Dubai,Silver,MobileApp,06 April 2023
383,25,Female,Dubai,Silver,Website,10 March 2022
384,30,Female,Dubai,Platinum,Amazon.ae,24 November 2023
385,20,Female,Dubai,Silver,Store,17 July 2022
386,25,Male,Abu Dhabi,Silver,MobileApp,14 July 2025
387,55,Male,Abu Dhabi,Silver,Store,18 May 2021
388,25,Male,Abu Dhabi,Silver,Website,02 January 2022
389,35,Male,Dubai,Gold,Website,16 April 2021
390,25,Female,Dubai,Silver,Store,05 March 2023
391,40,Female,Dubai,Silver,MobileApp,22 November 2023
392,20,Female,Sharjah,Gold,Store,28 September 2022
393,55,Male,Sharjah,Silver,Website,02 September 2025
394,30,Female,Dubai,Silver,Store,14 September 2023
395,20,Male,Dubai,Silver,MobileApp,16 August 2023
396,18,Male,Dubai,Silver,Store,28 March 2025
397,20,Female,Abu Dhabi,Gold,MobileApp,06 April 2024
398,30,Female,Abu Dhabi,Silver,MobileApp,05 May 2023
399,25,Female,Abu Dhabi,Silver,MobileApp,19 March 2021
400,40,Male,Dubai,Silver,Store,19 April 2025
401,25,Male,Abu Dhabi,Silver,Website,28 July 2021
402,20,Male,Abu Dhabi,Platinum,Store,05 December 2024
403,35,Male,Dubai,Silver,MobileApp,08 January 2021
404,35,Female,Abu Dhabi,Platinum,MobileApp,07 January 2023
405,20,Female,Dubai,Silver,Website,15 August 2021
406,20,Female,Dubai,Gold,MobileApp,24 June 2021
407,18,Male,Sharjah,Silver,Store,22 March 2021
408,35,Female,Dubai,Silver,Website,17 December 2023
409,35,Male,Sharjah,Gold,Store,04 March 2024
410,30,Female,Abu Dhabi,Gold,Noon,26 August 2021
411,40,Male,Dubai,Silver,Amazon.ae,04 February 2025
412,40,Male,Abu Dhabi,Silver,MobileApp,25 May 2024
413,30,Male,Abu Dhabi,Silver,Amazon.ae,29 October 2025
414,45,Female,Dubai,Platinum,Store,16 November 2023
415,20,Male,Dubai,Silver,Amazon.ae,06 July 2021
416,20,Male,Dubai,Gold,Store,22 September 2022
417,25,Female,Dubai,Gold,MobileApp,29 September 2025
418,18,Male,Dubai,Gold,MobileApp,14 February 2024
419,30,Male,Dubai,Silver,Store,11 October 2023
420,50,Male,Dubai,Silver,Store,26 March 2023
421,18,Male,Sharjah,Platinum,Store,06 September 2022
422,20,Female,Dubai,Gold,Noon,11 June 2023
423,30,Female,Abu Dhabi,Gold,Store,01 April 2024
424,50,Male,Abu Dhabi,Silver,Website,08 December 2024
425,25,Female,Abu Dhabi,Gold,MobileApp,27 June 2021
426,30,Male,Dubai,Silver,Store,12 September 2023
427,18,Male,Sharjah,Silver,Website,07 October 2021
428,20,Male,Abu Dhabi,Gold,Website,09 March 2023
429,60,Male,Sharjah,Silver,Store,20 May 2024
430,55,Male,Dubai,Gold,MobileApp,14 December 2023
431,18,Female,Dubai,Silver,Store,08 March 2021
432,55,Female,Abu Dhabi,Silver,Store,28 June 2022
433,35,Male,Dubai,Silver,Website,04 June 2022
434,45,Female,Dubai,Silver,Store,14 May 2022
435,30,Female,Dubai,Silver,Amazon.ae,04 August 2023
436,30,Female,Abu Dhabi,Gold,Amazon.ae,25 December 2024
437,30,Female,Sharjah,Gold,Website,28 December 2022
438,35,Male,Dubai,Silver,Store,06 December 2023
439,20,Female,Sharjah,Silver,Store,04 June 2025
440,18,Female,Abu Dhabi,Gold,Store,25 November 2023
441,25,Female,Dubai,Gold,Website,08 July 2021
442,35,Male,Sharjah,Gold,MobileApp,18 January 2024
443,20,Male,Sharjah,Gold,Store,20 September 2024
444,35,Male,Abu Dhabi,Silver,Store,05 August 2023
445,55,Male,Dubai,Silver,Website,16 May 2021
446,18,Male,Abu Dhabi,Silver,Store,30 June 2022
447,35,Female,Dubai,Silver,MobileApp,04 March 2023
448,25,Male,Dubai,Gold,Website,11 February 2024
449,45,Female,Dubai,Silver,Website,10 April 2024
450,20,Male,Sharjah,Platinum,Store,24 September 2024
451,35,Female,Sharjah,Gold,Amazon.ae,09 July 2022
452,40,Male,Dubai,Gold,Store,13 June 2023
453,50,Male,Dubai,Platinum,Amazon.ae,04 August 2023
454,35,Female,Sharjah,Silver,Store,09 June 2022
455,30,Female,Dubai,Gold,Amazon.ae,23 June 2021
456,35,Female,Abu Dhabi,Silver,MobileApp,29 September 2022
457,45,Male,Dubai,Silver,Store,17 September 2024
458,30,Male,Dubai,Gold,MobileApp,26 July 2021
459,18,Female,Sharjah,Silver,Website,28 September 2024
460,50,Male,Dubai,Platinum,Store,07 August 2023
461,35,Female,Dubai,Gold,Store,14 April 2021
462,35,Male,Dubai,Gold,Website,24 July 2025
463,20,Male,Sharjah,Silver,Website,30 November 2023
464,35,Male,Sharjah,Gold,MobileApp,13 November 2023
465,25,Male,Dubai,Silver,MobileApp,29 June 2024
466,35,Female,Dubai,Gold,Website,17 October 2021
467,20,Female,Abu Dhabi,Silver,MobileApp,10 May 2024
468,35,Male,Dubai,Gold,Website,24 March 2024
469,60,Female,Abu Dhabi,Silver,Store,21 July 2022
470,18,Male,Dubai,Silver,Amazon.ae,04 February 2024
471,55,Male,Dubai,Silver,Store,07 July 2024
472,25,Male,Abu Dhabi,Silver,Store,22 August 2023
473,45,Female,Dubai,Gold,MobileApp,08 May 2024
474,40,Female,Sharjah,Silver,Store,18 April 2023
475,30,Female,Dubai,Silver,Store,25 May 2024
476,35,Female,Dubai,Silver,Store,15 February 2022
477,45,Female,Sharjah,Silver,Website,02 May 2025
478,25,Female,Dubai,Silver,Noon,01 June 2023
479,25,Female,Abu Dhabi,Gold,Website,15 February 2024
480,35,Female,Dubai,Silver,Website,05 June 2023
481,40,Male,Abu Dhabi,Silver,Store,28 February 2022
482,40,Male,Abu Dhabi,Silver,Store,20 May 2024
483,40,Male,Dubai,Silver,Store,04 June 2021
484,25,Male,Sharjah,Silver,Store,10 July 2024
485,40,Female,Abu Dhabi,Silver,Store,11 March 2025
486,20,Male,Dubai,Gold,Store,31 May 2021
487,30,Female,Abu Dhabi,Silver,Store,31 July 2021
488,18,Male,Abu Dhabi,Silver,MobileApp,30 April 2024
489,25,Male,Dubai,Silver,Amazon.ae,31 May 2023
